,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,,,
518,0.007279045,0.01342254,0.857381607,0.039116165,0.051028375,0.021700479,0.010071789,3,29.85,9
519,0.014744374,0.027061838,0.706048838,0.083134267,0.104802084,0.043504852,0.020703746,3,30.7,9.15
520,0.010745184,0.019076077,0.782571026,0.055475429,0.083534693,0.03375415,0.014843441,3,29.7,9.9
521,0.007971247,0.01397174,0.838120439,0.03941736,0.063895844,0.02571181,0.01091156,3,30.45,9.95
522,0.003480851,0.006052592,0.930121754,0.0163379,0.027874894,0.011426639,0.004705369,3,30.95,9.85
523,0.00070629,0.001241625,0.986275429,0.003257842,0.005300669,0.002269377,0.000948766,3,31.8,9.45
524,0.000467116,0.000798737,0.991025253,0.001979391,0.00355902,0.001553259,0.000617224,3,32.45,8.8
525,0.002224611,0.003854936,0.959416557,0.009230966,0.015261433,0.007089366,0.002922131,3,33.55,8.6
526,0.002989852,0.005061049,0.944783369,0.011912937,0.021477749,0.009875123,0.003899921,3,34.35,7.7
527,0.003535672,0.006188531,0.936980684,0.014656676,0.023017454,0.01098066,0.004640322,3,34.7,8
528,0.005607749,0.009856943,0.902387393,0.022918972,0.034820812,0.01707074,0.007337391,3,34.6,7.25
529,0.006306349,0.010690489,0.888150314,0.024336833,0.042057629,0.020288759,0.008169627,3,35,6.8
530,0.008447976,0.01399523,0.850216512,0.031089531,0.057485614,0.027916583,0.010848554,3,35.5,7.35
531,0.01082284,0.018025476,0.813643362,0.039356086,0.069465725,0.034824763,0.013861746,3,36.1,7.5
532,0.007734198,0.012511646,0.857654946,0.027855222,0.057418349,0.026926758,0.009898882,3,36.55,7
533,0.005199939,0.008616232,0.904318947,0.019709512,0.037846086,0.017589703,0.00671958,3,36,8.2
534,0.010176422,0.015950472,0.809439646,0.034701381,0.079659136,0.037179724,0.012893219,3,35.35,8.05
535,0.009973431,0.015414441,0.80754774,0.033631257,0.083078494,0.037738152,0.012616484,3,36.55,8.65
536,0.006422998,0.010151919,0.874399416,0.022936918,0.054043742,0.023825207,0.008219801,3,36.4,9.1
537,0.002857824,0.004686142,0.944515525,0.011048697,0.023095023,0.010083798,0.003712991,3,35.5,9.1
538,0.006038116,0.009482744,0.879125553,0.021588275,0.053176004,0.022854747,0.007734561,3,34.55,8.85
539,0.003657301,0.005848624,0.925731737,0.013794497,0.03261931,0.013611341,0.00473719,3,35.25,9.4
540,0.001500741,0.002486677,0.969885705,0.006133249,0.012723173,0.005296678,0.001973776,3,34.4,9.5
541,0.003373224,0.005399972,0.929814969,0.013010188,0.03135197,0.012655968,0.004393709,3,33.5,9.3
542,0.002595537,0.004360361,0.946885993,0.011270329,0.022403973,0.009024088,0.003459719,3,33.85,9.8
543,0.005190117,0.008494593,0.889238629,0.021940525,0.04931427,0.018917937,0.006903929,3,32.5,9.65
544,0.004714411,0.007473791,0.897923684,0.018333521,0.047232673,0.018157068,0.006164852,3,32.3,10.25
545,0.00802804,0.013240466,0.827526542,0.035331597,0.07630393,0.028782325,0.0107871,3,33.3,10.3
546,0.012003531,0.020473472,0.748686663,0.057996046,0.104239045,0.040157016,0.016444227,3,31.6,10.5
547,0.015328629,0.025317651,0.667905573,0.071134742,0.145733502,0.05362899,0.020950913,3,30.6,10.5
548,0.014720767,0.023390006,0.664502771,0.063047113,0.158924387,0.055577085,0.01983787,3,30.4,11.1
549,0.016291216,0.025697329,0.625046331,0.069519891,0.179532924,0.061924267,0.021988041,3,30.9,11.45
550,0.018901628,0.029263898,0.554609252,0.079186707,0.219135463,0.073367213,0.025535838,3,30.7,11.65
551,0.015965364,0.024270493,0.608594283,0.063140778,0.201151123,0.065632009,0.02124595,3,30.4,12.05
552,0.011097562,0.017221843,0.739754577,0.044064948,0.128661087,0.044518006,0.014681977,3,31.2,12
553,0.010426024,0.016614678,0.764860381,0.043552581,0.110919642,0.03971138,0.013915315,3,31.95,11.35
554,0.008704391,0.013309327,0.795986952,0.032614235,0.101955699,0.036082047,0.011347349,3,31.65,11.05
555,0.011606459,0.017331916,0.711417498,0.042470243,0.151613376,0.050450137,0.015110372,3,32.95,11.15
556,0.01452151,0.021185588,0.615231564,0.052017745,0.212162903,0.065977097,0.018903592,3,32.65,11.7
557,0.014866213,0.021786888,0.6088406,0.053974801,0.21438059,0.066732242,0.019418666,3,32.25,12.25
558,0.01800458,0.026075805,0.511883055,0.065778247,0.273252523,0.081315675,0.023690115,3,32.05,12.25
559,0.017207932,0.024188702,0.496051655,0.058784101,0.297414048,0.084050608,0.022302955,3,31.3,12.7
560,0.016462993,0.022588582,0.490256309,0.052903376,0.310785965,0.085987606,0.02101517,3,31.95,12.95
561,0.016376674,0.022185295,0.480058995,0.051025206,0.321183314,0.088422377,0.020748139,3,32.75,13.1
562,0.015338745,0.02134936,0.551471854,0.049846659,0.264696513,0.077729862,0.019567007,3,33.15,13.2
563,0.013002685,0.018765299,0.65616212,0.044514029,0.190053413,0.060790422,0.016712033,3,33.1,12.75
564,0.011945863,0.017153903,0.698530078,0.039162374,0.162057607,0.055994241,0.015155934,3,33.15,12.1
565,0.00771006,0.011669802,0.823918808,0.027453783,0.086973663,0.032353796,0.009920087,3,34.3,11.75
566,0.00941613,0.013934904,0.782509326,0.031824677,0.109303016,0.041027933,0.011984013,3,34,10.85
567,0.006462464,0.009947232,0.862864706,0.022889318,0.063761175,0.025795827,0.008279277,3,34.65,11
568,0.008455673,0.012894636,0.825943229,0.028758933,0.079517861,0.033696827,0.01073284,3,34.8,10.1
569,0.011333811,0.016903169,0.766967527,0.036666195,0.107451023,0.046437997,0.014240278,3,35.65,9.85
570,0.010725736,0.01575009,0.761454997,0.034871957,0.117102805,0.046574459,0.013519956,3,36.35,10
571,0.013942414,0.019638871,0.666286747,0.042574341,0.173997724,0.06618176,0.017378143,3,35.55,10.75
572,0.013308745,0.018778062,0.669179382,0.041443635,0.176725796,0.063884513,0.016679867,3,35.8,11.55
573,0.012463787,0.017755252,0.687094227,0.039917151,0.1679324,0.059111774,0.015725409,3,35.2,11.75
574,0.015967626,0.021532663,0.543979184,0.046994801,0.265710117,0.08596946,0.01984615,3,34.7,11.75
575,0.014685381,0.020315332,0.584683345,0.045987529,0.240533955,0.075273535,0.018520922,3,34.95,12.75
576,0.016009274,0.021555237,0.508394552,0.048190145,0.298172485,0.087616396,0.020061912,3,34.05,12.55
577,0.016912566,0.022215676,0.404099878,0.05015286,0.386837076,0.09853811,0.021243833,3,34.05,13.05
578,0.016876225,0.02160076,0.338030386,0.048169554,0.449191193,0.105060241,0.021071641,5,33.25,13.7
579,0.016094253,0.0199247,0.265767244,0.043590905,0.52499297,0.109720534,0.019909393,5,33.2,14.15
580,0.01489938,0.017990437,0.20854023,0.039061845,0.592495654,0.108654458,0.018357997,5,33.25,14.7
581,0.01307301,0.015313164,0.156084374,0.032729254,0.662512848,0.104307452,0.015979898,5,33,15.15
582,0.010771639,0.012248432,0.108056065,0.025945639,0.736478912,0.093391923,0.01310739,5,32.95,15.65
583,0.00777275,0.008509159,0.065337388,0.017692236,0.815210903,0.076110344,0.00936722,5,32.6,16.15
584,0.006394825,0.006869002,0.050635077,0.014067888,0.846654372,0.06773651,0.007642325,5,32.45,16.75
585,0.005340653,0.005648356,0.040056566,0.011442313,0.870869268,0.06029949,0.006343355,5,32.65,17.05
586,0.005903857,0.006270912,0.041215976,0.012996828,0.865064707,0.061436198,0.007111522,5,32.75,17.3
587,0.003872182,0.00398935,0.024111996,0.008128289,0.910313142,0.044963625,0.004621416,5,31.75,17.2
588,0.006380313,0.006621232,0.037893146,0.013736223,0.860950133,0.066709853,0.007709099,5,31.7,17.65
589,0.004205585,0.004246128,0.023193123,0.008639443,0.905092172,0.049599231,0.005024319,5,31,17.5
590,0.006813241,0.006770439,0.033213313,0.013823397,0.854473055,0.076723866,0.008182689,5,31.15,17.9
591,0.007764984,0.00726555,0.030588909,0.014406126,0.829516697,0.10126753,0.009190203,5,30.45,18.05
592,0.004678533,0.004405692,0.019698726,0.008693502,0.890730474,0.06628818,0.005504893,5,30.05,18.8
593,0.00483605,0.004390246,0.01829565,0.008484761,0.878535244,0.07983974,0.00561831,5,30.55,18.8
594,0.006389077,0.005735753,0.022952482,0.011059404,0.842124807,0.104317048,0.007421428,5,30.5,19.3
595,0.011355684,0.009743175,0.034331242,0.018489276,0.72601216,0.18696129,0.013107172,5,30.25,19.4
596,0.015753721,0.012685903,0.039507797,0.023370345,0.602431518,0.288383681,0.017867034,5,29.6,19.85
597,0.008376213,0.006976203,0.02477956,0.01287837,0.735601099,0.201943136,0.009445419,5,29.15,20.55
598,0.00502151,0.004339714,0.016879764,0.008122717,0.846873976,0.113056447,0.005705872,5,30.25,20.45
599,0.003337544,0.002929885,0.01195361,0.005505565,0.898126722,0.074348418,0.003798257,5,30.7,20.05
600,0.001099219,0.000989873,0.004390482,0.001869683,0.966660567,0.023736928,0.001253248,5,31,19.9
601,0.001307894,0.001266322,0.006504376,0.002496943,0.967624546,0.019267497,0.001532422,5,31.55,19.65
602,0.000505753,0.000490559,0.002635959,0.000958452,0.986926269,0.007894458,0.00058855,5,31.5,18.55
603,5.56E-05,5.21E-05,0.000258084,0.00010008,0.99845604,0.001014159,6.40E-05,5,32.05,18.6
604,0.00137358,0.001359656,0.007957911,0.002659961,0.964647898,0.020402323,0.001598671,5,31.95,19.1
605,0.002941997,0.002989767,0.019051692,0.005908755,0.926305529,0.039357651,0.003444608,5,32.6,18.35
606,0.006071117,0.006373039,0.046218396,0.012675614,0.849256691,0.07226916,0.007135981,5,32.85,17.95
607,0.008413941,0.009072087,0.072664216,0.018220138,0.791211428,0.090470069,0.009948121,5,33.45,17.45
608,0.008793508,0.009299447,0.071595459,0.018276191,0.77969787,0.102063646,0.010273879,5,33.7,17
609,0.007149458,0.007273514,0.049653005,0.013985047,0.816126675,0.097569816,0.008242484,5,34.25,17.35
610,0.004751483,0.004728747,0.029832595,0.009061045,0.874343372,0.071820619,0.005462139,5,34.3,18.05
611,0.001493566,0.001439265,0.008062154,0.002749813,0.958556364,0.025986074,0.001712765,5,33.85,18.4
612,0.00201271,0.001931576,0.010802797,0.003668277,0.943212429,0.036072804,0.002299406,5,33.05,18.85
613,0.000765231,0.000722482,0.003804423,0.001370835,0.977815248,0.014648111,0.00087367,5,33.25,18.95
614,0.000954732,0.000858355,0.003954843,0.001598453,0.968177198,0.023379471,0.001076947,5,32.8,19.15
615,0.001957348,0.0017565,0.0082375,0.003238793,0.931622895,0.050994308,0.002192656,5,32.3,19.85
616,0.002405666,0.002091166,0.008761354,0.003857339,0.912445259,0.067741316,0.002697901,5,32.8,20
617,0.004292513,0.00361632,0.014291213,0.00655327,0.813340097,0.153152808,0.004753779,5,31.75,20.25
618,0.00543885,0.004503554,0.017495915,0.008034055,0.71429085,0.244284436,0.00595234,5,31.75,20.75
619,0.006984353,0.005560629,0.01973662,0.009794176,0.551632176,0.398717455,0.007574592,5,32.1,21.15
620,0.008678773,0.006888139,0.023316017,0.012292623,0.593968551,0.345328164,0.009527732,5,31.55,21.6
621,0.011899305,0.009083625,0.027955333,0.016039939,0.482746282,0.439282748,0.012992767,5,30.65,21.3
622,0.014369142,0.010823371,0.031840784,0.019103368,0.465635011,0.442505589,0.015722735,5,29.95,21.6
623,0.009944492,0.007455263,0.022879723,0.012950104,0.38584317,0.550230629,0.01069662,6,29.5,21.6
624,0.007898775,0.006059136,0.019852591,0.010539724,0.406445546,0.540714573,0.008489656,6,30.35,22.05
625,0.006796455,0.005220231,0.017469845,0.009012235,0.351108703,0.60313709,0.007255441,6,31.05,22
626,0.006567974,0.004829389,0.014798221,0.008218862,0.226656661,0.731994126,0.006934767,6,31.55,22.2
627,0.007268974,0.005094229,0.0142547,0.008532946,0.169608494,0.787660176,0.007580481,6,30.95,22.65
628,0.01121264,0.007640027,0.020042032,0.012743938,0.207152895,0.729532509,0.011675959,6,30.3,23.1
629,0.014365599,0.010086596,0.027049488,0.017168027,0.302933648,0.613143243,0.015253398,6,29.6,23.15
630,0.012921384,0.008293911,0.019999883,0.013481431,0.166767255,0.765386934,0.013149202,6,29.35,22.55
631,0.002471936,0.001670159,0.004521883,0.002721915,0.044565049,0.941536276,0.002512783,6,29.2,23.85
632,0.001491505,0.001006601,0.002735479,0.001634042,0.026369831,0.965252043,0.001510498,6,30.75,24
633,0.001600833,0.001125988,0.003283121,0.001854494,0.036975064,0.953518044,0.001642456,6,30.95,24.15
634,0.003529092,0.00259683,0.008207665,0.004348766,0.112717751,0.864926217,0.003673679,6,31.45,23.7
635,0.006785966,0.005387869,0.019657512,0.009317869,0.428714328,0.522883499,0.007252956,6,31.95,23.15
636,0.006097824,0.004716264,0.016438462,0.008031868,0.281102846,0.677174056,0.006438679,6,32.55,22.05
637,0.007458993,0.005951096,0.022225751,0.010199213,0.394456768,0.551786366,0.007921813,6,32.6,22.55
638,0.008159487,0.00668564,0.026469385,0.011549983,0.49206638,0.446343715,0.008725411,5,33.25,22.25
639,0.007062867,0.00595694,0.024964119,0.010483177,0.64185267,0.302023296,0.00765693,5,33.65,21.9
640,0.004829757,0.004169819,0.018179292,0.007485019,0.790228192,0.169797878,0.005310043,5,33.5,21.3
641,0.005623447,0.005003783,0.023720382,0.009023005,0.790767507,0.159654217,0.00620766,5,33.1,20.75
642,0.004954587,0.004509025,0.022558431,0.008225037,0.83273084,0.121508207,0.005513874,5,33.8,20.4
643,0.005358988,0.005084399,0.028423935,0.00943804,0.842787292,0.102869385,0.006037961,5,33.85,20
644,0.008395649,0.008206972,0.050442636,0.015286403,0.772497279,0.13567571,0.00949535,5,34.15,19.3
645,0.010534508,0.010488862,0.068369877,0.019566026,0.725757805,0.153341418,0.011941503,5,34.85,18.85
646,0.010644442,0.010184535,0.059254666,0.018570175,0.704550092,0.184909798,0.011886292,5,35.3,18.55
647,0.007300255,0.006788297,0.036301756,0.012374908,0.774740747,0.154362332,0.008131705,5,35.4,19.35
648,0.009542797,0.008807107,0.046449268,0.015850487,0.705016963,0.20378428,0.010549098,5,34.55,19.75
649,0.01303132,0.012225903,0.067434057,0.021852689,0.633845693,0.237231914,0.014378424,5,35.05,20
650,0.014980705,0.013626243,0.069104417,0.023803163,0.562357737,0.29984394,0.016283793,5,35.95,19.85
651,0.011797225,0.010650532,0.053200542,0.018798128,0.621506364,0.271167631,0.012879579,5,36.35,20.6
652,0.008232048,0.007294738,0.034617056,0.012977491,0.69503704,0.232830015,0.009011612,5,35.5,20.55
653,0.009104891,0.007818049,0.034498243,0.013683577,0.606604755,0.318442325,0.009848159,5,34.45,20.65
654,0.010636438,0.009309528,0.04309182,0.016297862,0.601771366,0.307367612,0.011525374,5,34.4,21.25
655,0.013394102,0.011707778,0.054006526,0.020226947,0.535345529,0.350911454,0.014407665,5,35,21.05
656,0.011315452,0.009696298,0.042740204,0.016767993,0.539303296,0.368024937,0.012151819,5,35.75,21.3
657,0.010456812,0.008658378,0.035334737,0.014807364,0.463204869,0.456417431,0.011120411,5,35.05,21.5
658,0.009227095,0.00769844,0.031847365,0.013309005,0.521131886,0.406902432,0.009883777,5,34.6,22.05
659,0.015597953,0.01333528,0.058163198,0.022583731,0.459626134,0.414134752,0.016558953,5,34.2,21.75
660,0.013945881,0.011635851,0.048215556,0.019624362,0.430294373,0.461557747,0.01472623,6,36.25,21.95
661,0.013484573,0.010914041,0.042370852,0.018166042,0.363923085,0.537059156,0.014082251,6,35.7,22.3
662,0.014868689,0.011931186,0.04535101,0.019656167,0.341259555,0.551511022,0.015422372,6,35.5,22.9
663,0.016948104,0.013407362,0.04918749,0.021763073,0.315492874,0.565797521,0.017403576,6,35.85,23.25
664,0.013616818,0.010453101,0.036386123,0.016917837,0.260738954,0.647988364,0.013898802,6,36.3,23.8
665,0.011273109,0.008775746,0.031525369,0.01443959,0.276708528,0.645638752,0.011638905,6,35.45,24.1
666,0.009156416,0.007218417,0.026587629,0.012097266,0.308891018,0.626475855,0.009573398,6,34.9,23.5
667,0.007548106,0.005791073,0.020208353,0.009616503,0.224582307,0.724427564,0.007826094,6,34.2,22.9
668,0.005472776,0.004127394,0.013892375,0.006856907,0.165480803,0.798501326,0.005668419,6,33.85,23.3
669,0.002330325,0.001689711,0.005264734,0.002783453,0.059737732,0.925800916,0.002393129,6,33.25,23.35
670,0.005754102,0.004263619,0.013939144,0.006973808,0.136642556,0.826539052,0.005887719,6,32.45,23.7
671,0.008434005,0.006338018,0.021290866,0.010336862,0.189601133,0.755373543,0.008625573,6,33.6,23.9
672,0.008368525,0.006246353,0.020718613,0.010149278,0.178583659,0.767401741,0.00853183,6,34.25,23.95
673,0.013868468,0.010373195,0.034314125,0.016563251,0.226301962,0.684584624,0.013994375,6,34.25,24.1
674,0.013571598,0.009848024,0.030815669,0.015524189,0.192056162,0.724652449,0.01353191,6,35.4,24.7
675,0.009353302,0.006767232,0.021183427,0.010780613,0.153191617,0.789341669,0.00938214,6,35.15,25.3
676,0.005981327,0.004254917,0.012947725,0.006792387,0.101190485,0.862837395,0.005995764,6,34.4,24.9
677,0.000623781,0.000432944,0.001254833,0.000698416,0.011615982,0.984745268,0.000628776,6,33.7,24.85
678,0.001221144,0.000843961,0.002436216,0.001352561,0.021102941,0.971818863,0.001224315,6,32.25,24.45
679,0.00014685,9.93E-05,0.000273275,0.000159937,0.002508889,0.996664066,0.000147717,6,32.5,24.7
680,0.000806259,0.000526765,0.001384074,0.000831455,0.010742153,0.984913575,0.000795718,6,31.45,24.45
681,0.001204754,0.000780439,0.002011326,0.001236542,0.016012874,0.977561447,0.001192617,6,31.55,25.2
682,0.004439479,0.002895301,0.007385774,0.004666627,0.064568944,0.911575509,0.004468366,6,31.05,25
683,0.007530178,0.00468979,0.011178673,0.007427336,0.08434627,0.877373735,0.007454018,6,30.25,24.3
684,0.01077044,0.00640328,0.014411823,0.009922239,0.094628579,0.853436762,0.010426877,6,29.8,24.8
685,0.012391858,0.007196687,0.015821065,0.010990759,0.096178508,0.845608806,0.011812317,6,29.6,25.5
686,0.004659299,0.002880116,0.006918613,0.004488843,0.048499645,0.92801643,0.004537054,6,29.7,26.05
687,0.006184495,0.003754151,0.008838265,0.005777398,0.05722801,0.912271119,0.005946562,6,30.5,25.5
688,0.004549308,0.002823025,0.006887381,0.004352067,0.045156403,0.93184545,0.004386367,6,30.65,26
689,0.010015293,0.006021972,0.014097729,0.00908689,0.080343771,0.870976658,0.009457687,6,31.25,26.05
690,0.011614736,0.006796884,0.015298498,0.010228518,0.086469998,0.858674748,0.010916619,6,31.45,26.95
691,0.014005284,0.008073053,0.017817114,0.012067298,0.096930715,0.838038544,0.013067991,6,30.75,26.9
692,0.017886982,0.010286577,0.022673458,0.015183018,0.114007247,0.803457811,0.016504907,6,30.65,27.15
693,0.015923718,0.009423493,0.021579317,0.013986283,0.110399269,0.81387659,0.014811331,6,31.25,27.85
694,0.019622519,0.011804994,0.027545528,0.01741652,0.132397472,0.772999114,0.018213852,6,31.85,27.75
695,0.015500637,0.009738976,0.024189781,0.014596624,0.124523696,0.796805463,0.014644823,6,32.7,28.2
696,0.010898879,0.00675707,0.01652561,0.010201742,0.092157947,0.853126761,0.010331991,6,33.25,27.55
697,0.007648328,0.004784943,0.011862486,0.007294192,0.070962202,0.890136079,0.00731177,6,32.4,27.1
698,0.004066807,0.002640758,0.006920164,0.004097271,0.046481539,0.931837118,0.003956343,6,32.15,26.65
699,0.004033651,0.002725875,0.007610367,0.004281491,0.054712358,0.922660264,0.003975994,6,32.35,25.95
700,0.009465086,0.00642732,0.01805089,0.009970739,0.112340224,0.834490499,0.009255242,6,32.95,25.5
701,0.008508713,0.005529739,0.0145073,0.008480881,0.087310729,0.867454866,0.008207771,6,33.85,26.05
702,0.013166059,0.008559069,0.022384241,0.012994482,0.122235231,0.808048297,0.012612622,6,33.05,26.5
703,0.016701721,0.010874514,0.02838358,0.016398033,0.144928546,0.766780703,0.015932902,6,33.65,27
704,0.020694523,0.013234839,0.033471095,0.019714536,0.158350385,0.735004251,0.019530371,6,34.1,27.35
705,0.016227087,0.010943383,0.030144569,0.016685808,0.158822143,0.751499207,0.015677803,6,34.2,27.95
706,0.015736483,0.011140866,0.033252044,0.01729307,0.18625191,0.720836324,0.015489303,6,34.65,26.85
707,0.018262142,0.013008323,0.039028437,0.020116007,0.205399405,0.686230779,0.017954907,6,35.25,26
708,0.010609515,0.007455804,0.022145204,0.011685481,0.142166321,0.795445124,0.01049255,6,35.7,26.15
709,0.145618598,0.07838858,0.080600993,0.121437659,0.197410379,0.193772924,0.182770867,5,34.4,25.6
710,0.174726366,0.083639391,0.072933891,0.121569463,0.161552489,0.161376689,0.224201712,7,21.3,20.8
711,0.206976701,0.082936324,0.064231726,0.112199228,0.134997647,0.139518806,0.259139568,7,20.15,20.9
712,0.219778724,0.079952156,0.062109042,0.105813618,0.132448663,0.141316564,0.258581233,7,19.2,21.35
713,0.261430212,0.074359075,0.055093563,0.092570142,0.116178326,0.130521793,0.269846888,7,19.1,21.85
714,0.254029179,0.07403956,0.057062436,0.093317604,0.12342199,0.140406046,0.257723185,7,18.45,22.8
715,0.231987488,0.073887781,0.061486481,0.09610849,0.139674773,0.160949486,0.235905501,7,18.75,22.95
716,0.213739993,0.077374302,0.064350049,0.103640879,0.144242356,0.15847721,0.238175211,7,19.4,23
717,0.199352105,0.079070748,0.067222947,0.108730383,0.151317651,0.161995451,0.232310715,7,19.55,22.25
718,0.179338186,0.076911522,0.071673053,0.109585711,0.171264887,0.184034837,0.207191804,7,19.8,21.85
719,0.148962854,0.074063599,0.078150562,0.112116326,0.201079625,0.209328613,0.176298421,6,20.5,21.85
720,0.147002345,0.070408491,0.076992838,0.105662627,0.207384041,0.225590237,0.166959421,6,21.45,21.45
721,0.159282756,0.070490326,0.074217328,0.102813259,0.196608809,0.22141326,0.175174263,6,21.7,21.9
722,0.174297095,0.071277792,0.071490604,0.101085367,0.183865812,0.211296061,0.186687269,6,21.4,22.3
723,0.173715119,0.069170278,0.070865378,0.097517793,0.186737711,0.221735657,0.180258063,6,21,22.6
724,0.192927259,0.072244269,0.068334583,0.099387462,0.169142125,0.196575012,0.20138929,7,21.15,22.95
725,0.230115279,0.070820113,0.062213169,0.092043513,0.14768275,0.178745236,0.218379939,1,20.5,22.85
726,0.251660329,0.071017258,0.058767756,0.089901455,0.133971367,0.160625804,0.23405603,1,19.75,23.65
727,0.294570287,0.067947571,0.052845515,0.081977212,0.11596954,0.141715489,0.244974385,1,19.2,23.7
728,0.200539166,0.067967362,0.066218033,0.091282815,0.169971833,0.213799582,0.19022121,6,18.45,24.35
729,0.205805914,0.06654694,0.065130822,0.088272822,0.16833072,0.218667582,0.1872452,6,20.65,23.85
730,0.245817128,0.067636644,0.060136651,0.085733608,0.144701405,0.185533495,0.210441068,1,20.65,24.3
731,0.233457864,0.065717529,0.061584242,0.083948205,0.154125439,0.20621244,0.194954281,1,19.7,24.6
732,0.16169068,0.058059002,0.066648884,0.079404212,0.197703843,0.292757392,0.143735986,6,20.15,25.05
733,0.176136968,0.06180803,0.067064142,0.084071513,0.18905499,0.262327331,0.159537025,6,22.15,25.1
734,0.165071249,0.063525597,0.069634998,0.088942206,0.19680355,0.255813662,0.160208739,6,21.6,24.65
735,0.157472727,0.062848393,0.070485335,0.089056445,0.202846538,0.262200485,0.155090075,6,21.7,23.8
736,0.136968374,0.059171251,0.071588169,0.086164708,0.220418561,0.288327152,0.137361784,6,21.9,23.65
737,0.142929084,0.057249909,0.068848604,0.081178747,0.212855531,0.301489544,0.135448582,6,22.55,23.5
738,0.122206675,0.051866401,0.067518401,0.074835933,0.226241468,0.341284774,0.116046349,6,22.55,24.3
739,0.096624658,0.044810518,0.064670557,0.066493543,0.24273928,0.391204963,0.093456482,6,23.3,24.45
740,0.11340561,0.04728849,0.064000625,0.067452189,0.22352605,0.38070491,0.103622126,6,24.25,24.35
741,0.115477581,0.052320462,0.069531494,0.077371999,0.236612693,0.334316228,0.114369543,6,23.8,25.25
742,0.125120478,0.057494906,0.072693555,0.085593578,0.232273418,0.298350163,0.128473902,6,23.4,23.8
743,0.138618447,0.062979782,0.074277942,0.09328948,0.219825338,0.26478732,0.146221692,6,22.9,23.2
744,0.13809816,0.065069119,0.075921375,0.097549775,0.219863604,0.253274954,0.150223013,6,22.3,22.8
745,0.110506895,0.060706253,0.08027965,0.096777319,0.253741674,0.272263629,0.125724579,6,22.2,22.4
746,0.117729039,0.062033443,0.079108683,0.097194161,0.243781023,0.26775186,0.13240179,6,23.1,21.7
747,0.116926931,0.066888881,0.083670288,0.108034895,0.242708491,0.242298539,0.139471975,5,22.85,21.9
748,0.114766376,0.057290165,0.075262321,0.087988547,0.245729797,0.296127619,0.122835176,6,22.65,21.1
749,0.089133477,0.05127498,0.077212936,0.083412678,0.283828431,0.315813817,0.099323682,6,23.15,22.6
750,0.077709843,0.045045681,0.072663237,0.07337952,0.295903726,0.350448749,0.084849243,6,24.1,21.9
751,0.08762243,0.047610251,0.072181682,0.075517182,0.276804529,0.346611704,0.093652223,6,24.7,22.2
752,0.094028788,0.047334683,0.069236405,0.072742632,0.260020096,0.360158276,0.09647912,6,24.3,22.6
753,0.100763149,0.049092775,0.069520174,0.074536019,0.252244581,0.351489709,0.102353594,6,24.15,23.3
754,0.060421622,0.582965236,0.040532128,0.146193958,0.032421305,0.027269324,0.110196426,2,23.9,23.45
755,0.051756739,0.616845052,0.037578947,0.144344477,0.02938852,0.024432752,0.095653513,2,5.2,2.15
756,0.047380764,0.64268307,0.034415275,0.137312213,0.026908464,0.022308897,0.088991317,2,6.35,1.95
757,0.053945813,0.614774044,0.036968919,0.140070421,0.029382598,0.024574485,0.10028372,2,6.75,2.3
758,0.057548562,0.603266936,0.03753113,0.1390247,0.030240585,0.025442074,0.106946013,2,5.9,2.4
759,0.062208743,0.585626156,0.038836064,0.13985859,0.031670147,0.026802116,0.114998184,2,5.4,2.7
760,0.061729051,0.593336303,0.037260443,0.135481971,0.030652051,0.025991165,0.115549015,2,4.85,2.9
761,0.05869223,0.608069138,0.035707266,0.13252527,0.029308289,0.024794403,0.110903404,2,4.85,3.35
762,0.053286298,0.632947385,0.033402356,0.128431368,0.027196048,0.02288799,0.101848554,2,5.15,3.45
763,0.049633257,0.643859565,0.033137853,0.130247709,0.026523955,0.022170836,0.094426826,2,5.7,3.45
764,0.049078031,0.649483699,0.032277841,0.127555279,0.025942317,0.021702684,0.093960148,2,6.2,3
765,0.041460824,0.666529793,0.032279119,0.136254717,0.024746564,0.020314909,0.078414073,2,6.2,3.2
766,0.041992675,0.676490799,0.030402874,0.12713822,0.023797926,0.019670704,0.080506801,2,7.65,2.15
767,0.044053362,0.674065892,0.029964354,0.123057043,0.023865811,0.019854674,0.085138864,2,7.2,2.75
768,0.04288982,0.685302681,0.028396754,0.117761521,0.022788686,0.018986823,0.083873715,2,6.75,3.2
769,0.043111408,0.687733859,0.027810074,0.115209426,0.022477692,0.018768076,0.084889465,2,6.75,3.55
770,0.051398151,0.64888718,0.031020914,0.121478789,0.025513954,0.021506175,0.100194838,2,6.65,3.8
771,0.060334303,0.607651281,0.0346504,0.128409746,0.028871604,0.024539384,0.115543281,2,5.8,4
772,0.058698475,0.618340378,0.033149088,0.124618815,0.027739409,0.023579634,0.113874202,2,4.95,4.05
773,0.052047613,0.650874861,0.03010013,0.117995451,0.02503657,0.021171609,0.102773767,2,5.1,4.35
774,0.054861337,0.641408402,0.030250283,0.117215183,0.02547227,0.021637679,0.109154845,2,5.7,4.45
775,0.040427826,0.714132772,0.024066355,0.102137916,0.019888137,0.016679237,0.082667757,2,5.45,4.85
776,0.041908647,0.708755454,0.024180633,0.101808082,0.020146698,0.016945431,0.086255056,2,6.7,4.8
